date,cityFrom,cityTo,number,sampled,sampledRate
2020-01-19,Wuhan,Beijing,2221,True,0.0002464
2020-01-19,Wuhan,Changsha,2581,True,0.0002464
2020-01-19,Wuhan,Chengdu,1470,True,0.0002464
2020-01-19,Wuhan,Chongqing,4214,True,0.0002464
2020-01-19,Wuhan,Dalian,326,True,0.0002464
2020-01-19,Wuhan,Fuzhou,620,True,0.0002464
2020-01-19,Wuhan,Guangzhou,1437,True,0.0002464
2020-01-19,Wuhan,Guilin,457,True,0.0002464
2020-01-19,Wuhan,Guiyang,326,True,0.0002464
2020-01-19,Wuhan,Haerbin,588,True,0.0002464
2020-01-19,Wuhan,Haikou,326,True,0.0002464
2020-01-19,Wuhan,Hangzhou,653,True,0.0002464
2020-01-19,Wuhan,Hefei,1110,True,0.0002464
2020-01-19,Wuhan,Jinan,326,True,0.0002464
2020-01-19,Wuhan,Jinzhong,326,True,0.0002464
2020-01-19,Wuhan,Kunming,718,True,0.0002464
2020-01-19,Wuhan,Lanzhou,326,True,0.0002464
2020-01-19,Wuhan,Nanchang,1568,True,0.0002464
2020-01-19,Wuhan,Nanjing,686,True,0.0002464
2020-01-19,Wuhan,Nanning,522,True,0.0002464
2020-01-19,Wuhan,Qingdao,359,True,0.0002464
2020-01-19,Wuhan,Sanya,457,True,0.0002464
2020-01-19,Wuhan,Shanghai,1829,True,0.0002464
2020-01-19,Wuhan,Shenyang,359,True,0.0002464
2020-01-19,Wuhan,Shenzhen,1404,True,0.0002464
2020-01-19,Wuhan,Shijiazhuang,522,True,0.0002464
2020-01-19,Wuhan,Suzhou,490,True,0.0002464
2020-01-19,Wuhan,Taiyuan,359,True,0.0002464
2020-01-19,Wuhan,Tianjin,457,True,0.0002464
2020-01-19,Wuhan,Wenzhou,784,True,0.0002464
2020-01-19,Wuhan,Xiamen,588,True,0.0002464
2020-01-19,Wuhan,Xian,1110,True,0.0002464
2020-01-19,Wuhan,Zhengzhou,1666,True,0.0002464
