date,cityFrom,cityTo,number,sampled,sampledRate
2020-01-20,Wuhan,Beijing,2051,True,0.0002464
2020-01-20,Wuhan,Changsha,2748,True,0.0002464
2020-01-20,Wuhan,Chengdu,1355,True,0.0002464
2020-01-20,Wuhan,Chongqing,4653,True,0.0002464
2020-01-20,Wuhan,Dalian,329,True,0.0002464
2020-01-20,Wuhan,Fuzhou,732,True,0.0002464
2020-01-20,Wuhan,Guangzhou,1465,True,0.0002464
2020-01-20,Wuhan,Guilin,512,True,0.0002464
2020-01-20,Wuhan,Guiyang,329,True,0.0002464
2020-01-20,Wuhan,Haerbin,586,True,0.0002464
2020-01-20,Wuhan,Haikou,329,True,0.0002464
2020-01-20,Wuhan,Hangzhou,622,True,0.0002464
2020-01-20,Wuhan,Hefei,1099,True,0.0002464
2020-01-20,Wuhan,Jinan,329,True,0.0002464
2020-01-20,Wuhan,Jinzhong,329,True,0.0002464
2020-01-20,Wuhan,Kunming,696,True,0.0002464
2020-01-20,Wuhan,Lanzhou,329,True,0.0002464
2020-01-20,Wuhan,Nanchang,1575,True,0.0002464
2020-01-20,Wuhan,Nanjing,769,True,0.0002464
2020-01-20,Wuhan,Nanning,549,True,0.0002464
2020-01-20,Wuhan,Qingdao,329,True,0.0002464
2020-01-20,Wuhan,Sanya,512,True,0.0002464
2020-01-20,Wuhan,Shanghai,1685,True,0.0002464
2020-01-20,Wuhan,Shenyang,329,True,0.0002464
2020-01-20,Wuhan,Shenzhen,1465,True,0.0002464
2020-01-20,Wuhan,Shijiazhuang,549,True,0.0002464
2020-01-20,Wuhan,Suzhou,439,True,0.0002464
2020-01-20,Wuhan,Taiyuan,329,True,0.0002464
2020-01-20,Wuhan,Tianjin,403,True,0.0002464
2020-01-20,Wuhan,Wenzhou,1025,True,0.0002464
2020-01-20,Wuhan,Xiamen,512,True,0.0002464
2020-01-20,Wuhan,Xian,1062,True,0.0002464
2020-01-20,Wuhan,Zhengzhou,1905,True,0.0002464
