date, confirmed, cured, dead
2020-01-19, 5, 0, 0
2020-01-20, 5, 0, 0
2020-01-21, 6, 0, 0
2020-01-22, 9, 0, 0
2020-01-23, 27, 0, 0
2020-01-24, 57, 0, 0
2020-01-25, 75, 0, 0
2020-01-26, 110, 0, 0
2020-01-27, 132, 0, 0
2020-01-28, 147, 0, 0
2020-01-29, 165, 0, 0
2020-01-30, 206, 0, 0
2020-01-31, 238, 0, 0
2020-02-01, 262, 0, 0
2020-02-02, 300, 0, 0
2020-02-03, 337, 0, 0
2020-02-04, 366, 0, 0
2020-02-05, 389, 0, 0
2020-02-06, 411, 0, 0
2020-02-07, 426, 0, 0
2020-02-08, 446, 0, 0
