date, confirmed, cured, dead
2020-01-19, 0, 0, 0
2020-01-20, 2, 0, 0
2020-01-21, 9, 0, 0
2020-01-22, 16, 0, 0
2020-01-23, 20, 0, 0
2020-01-24, 33, 0, 0
2020-01-25, 40, 0, 0
2020-01-26, 53, 0, 0
2020-01-27, 66, 0, 0
2020-01-28, 80, 0, 0
2020-01-29, 101, 0, 0
2020-01-30, 128, 0, 0
2020-01-31, 153, 0, 0
2020-02-01, 177, 0, 0
2020-02-02, 193, 0, 0
2020-02-03, 208, 0, 0
2020-02-04, 233, 0, 0
2020-02-05, 254, 0, 0
2020-02-06, 269, 0, 0
2020-02-07, 281, 0, 0
2020-02-08, 292, 0, 0
